023627568081	Avenue A Whole Milk Mozzarella Shredded 8oz
023627590501	Avenue Whole Milk Mozzarella 8 oz. 
023627590525	Avenue Mozzarella Part Skim 8oz.
023627590549	Avenue Whole Milk Mozzarella Cheese
023627590563	Avenue Part Skim Mozzarella Cheese
030900204079	AMERICAN HERITAGE DELUXE AMERICAN CHEESE SLICES
031142000696	BEL GIOIOSO SLICED FRESH MOZZARELLA CHEESE
031142000894	BELGIOIOSO FRESH MOZZARELLA CHEESE
031142152661	BELGIOIOSO MILD PROVOLONE CHEESE
034500426275	Land of Lake Medium Cheddar Cheese
035826021410	FOOD LION DELUXE AMERICAN CHEESE 24 DELI SLICES
035826024732	Food Lion Natural Colby Jack Cheese 8 oz
035826024800	Food Lion Natural Sharp Cheddar Cheese 8 oz
035826024817	Food Lion Natural Medium Cheddar Cheese 8 oz
035826024824	Food Lion Mild Cheddar Cheese 8 oz
035826024831	Food Lion Extra Sharp Cheddar Cheese 8 oz
035826024848	Food Lionnatural Sharp Cheddar Cheese 8 oz
035826053138	FOOD LION NATURAL MOZZARELLA CHEESE
035826053152	FOOD LION NATURAL SHARP CHEDDAR CHEESE
035826053169	FOOD LION NATURAL MILD CHEDDAR CHEESE
035826054845	Food Lion Provolone Cheese Slice 8 oz
035826058829	Food Lion Sliced Premium American Yellow  8oz
035826058836	Food Lion Swiss Slices 8 oz.
035826058843	Food Lion Provolone Slices 8 oz.
035826059666	Food Lion Natural Sharp Cheddar Cheese Slice 8 oz
035826059673	Food Lion Natural Colby Jack Cheese Slices 8 oz
035826060686	Food Lion Monterey Jack Cheese 8 oz
035826060969	Food Lion Extra Sharp Cheddar Cheese 8 oz
035826065506	Food Lion Natural Muenster Cheese Slices 8 oz
035826068422	FOOD LION NATURAL COLBY JACK CHEESE
035826068798	Food Lion Pepper Jack Cheese Slice 8 oz
035826068804	Food Lion Slices Mozzarella 8 oz. 
035826068828	FOOD LION DELUXE AMERICAN IND WRP DELI CHEESE
035826069849	FOOD LION NATURAL PROVOLONE CHEESE SLICES
035826070760	Food Lion NY Extra Sharp Cheddar Cheese Slice 8 oz
035826073617	Food Lion Natural RF Sharp Cheddar Cheese 8 oz
035826076090	FOOD LION REDUCED FAT AMERICAN CHEESE 24 DELI
035826076113	Food Lion Cheese Slices Mild Cheddar 8 oz
035826076922	FOOD LION NATURAL EXTRA SHARP CHEDDAR
035826076939	FOOD LION NATURAL MONTEREY JACK CHEESE
035826078216	FOOD LION NATURAL MEDIUM CHEDDAR CHEESE
035826078247	FOOD LION NATURAL SWISS CHEESE
035826079480	FOOD LION NATURAL MUENSTER CHEESE
035826079503	FOOD LION NATURAL LONGHORN STYLE COLBY CHEESE
035826083333	Food Lion Provolone Cheese Slices 8 oz
035826084064	FOOD LION NATURAL WHOLE MILK MOZZARELLA CHEESE
035826088574	Food Lion White American Cheese 8 oz. 
035826089960	Food Lion Natural Fancy Shredded Mild Cheddar 8 oz
035826089984	Food Lion Natural Fancy Shredded Mild Cheddar 8 oz
035826089991	Food Lion Fancy Shredded Sharp Cheddar Cheese 8 oz
035826090010	Food Lion Sharp Cheddar Cheese 8 oz
035826090027	Food Lion Natural Fancy Shredded Colby Jack 8 oz
035826090034	Food Lion Fancy Shredded Mexican Taco Cheese 8 oz
035826090072	Food Lion Mozzarella Natural Fancy Shredded 8 oz
035826090089	Food Lion Mozzarella Cheese 8 oz
035826090096	Food Lion Sharp Cheddar Cheese 8 oz
035826090102	Food Lion Mexican Blend Cheese 8 oz
035826090119	Food Lion Italian Cheese Blend 8 oz
035826090126	Food Lion Shredded Mild Cheddar Cheese 8 oz
035826090133	Food Lion Shredded 2 Cheese Pizza Blend 8 oz
035826090140	Food Lion Shredded Sharp Cheddar Cheese 16 oz
035826090164	Food Lion Mozzarella reduced Fat Shredded 8 oz
035826090188	Food Lion Shredded Mac and Cheese Blend 8 oz
035826091178	Food Lion Mozzarella String Cheese 16 oz.
035826105387	Food Lion Colby Jack and Provolone Cheese
035826106575	Food Lion Shredded Pepper Jack 8 oz
035826106919	Food Lion Shredded Triple Cheddar Cheese 8 oz
035826108487	Food Lion New York Sharp Cheddar Cheese 8 oz
035826108494	Food Lion NY Extra Sharp Cheddar Cheese Slice 8 oz
035826109767	Food Lion LMPS Mozzarella Bar 8oz
036514237175	ADAMS RESERVE NY EXRTRA SHARP CHEDDAR CHEESE
036800043923	FOOD CLUB MILD CHEDDAR CHEESE
036800043930	FOOD CLUB MONTEREY JACK CHEESE
036800043947	FOOD CLUB MOZZARELLA CHEESE
036800043954	FOOD CLUB COLBY CHEESE
036800043961	Food Club Colby Jack
036800051140	Food Club Shredded LMPS Mozarella 8 oz.
036800051447	Food Club Shredded Mozarella 16 oz.
036800051546	Food Club Cheese Swiss Deli Style Sliced 8 oz
036800051553	Food Club Provolone Cheese 8 oz.
036800051591	Food Club Mild Cheddar Slices 8 oz.
036800052246	Food Club Mild Cheddar Shredded 8 oz.
036800056374	Food Club Swiss Cheese
036800056404	FOOD CLUB SHARP CHEDDAR CHEESE
036800056428	FOOD CLUB NEW YORK EXTRA SHARP CHEDDAR CHEESE
036800062757	FOOD CLUB MEDIUM CHEDDAR CHEESE
036800062979	Food Club Shredded Whole_Milk_Mozzarella 8oz
036800097728	Food Club Finely Shredded Colby Jack 8 oz. 
036800101364	Food Club Cheese Shredded Mild Cheddar 16 oz.
036800108806	Food Club Mild Cheddar 8 oz brick
036800113602	FOOD CLUB SHARP CHEDDAR CHEESE
036800113619	FOOD CLUB EXTRA SHARP CHEDDAR CHEESE
036800116016	FOOD CLUB DELUXE AMERICAN CHEESE
036800178854	Food Club Cheese Monterey Jack Natural Fine Shred 
036800205086	Food Club Longhorn Natural Colby 8 oz.
036800241992	Food Club Swiss Cheese Bar 8oz.
036800282537	Food Club Shredded Sharp Cheddar 8oz
036800299351	Food Club Shredded Sharp Cheddar 16oz
036800377257	Food Club Shredded Extra Sharp Cheddar Cheese 8oz 
036800411227	Food Club 3 State Cheddar Chees Blend 8 oz.
036800455733	Food Club Cheese Finely Shredded Mozarella 8oz
036800455764	Food Club Cheese Finely Shred Mild Cheddar 8oz
036800455788	Food Club Cheese Finely Shredded Sharp 8 oz.
036800647169	Food Club Finely Shredded Colby Jack 8 oz. 
036800900189	Food Club Cheese Natural Mild Cheddar 8 oz. brick
036800906181	Food Club Sharp Cheddar 8 oz brick 
036800908185	Food Club Extra Sharp Cheddar Cheese 8 oz. brick
036800909182	Food Club Sharp Cheddar 8 oz brick 
036800935280	Food Club Cheese Mozzarella LMPS 8 oz brick
037982788893	PALAZZINA SLICED GOURMET MOZZARELLA CHEESE
038259100127	SE Grocers Chunk Colby Natural Cheese 8 oz
038259100134	SE GROCERS CHUNK COLBY JACK NATURAL CHEESE
038259100141	SE Grocers Chunk Colby Jack Natural Cheese
038259100158	SE GROCERS CHUNK EXTRA SHARP CHEDDAR CHEESE
038259100165	SE Grocers Extra Sharp Cheddar Bar 8oz
038259100172	SE GROCERS MEDIUM CHEDDAR CHUNK CHEESE
038259100196	SE Grocers Chunk Medium Cheddar Natural Cheese 
038259100202	SE GROCERS CHUNK MILD CHEDDAR CHEESE
038259100226	SE Grocers Mild Cheddar Chunk 8 oz.
038259100233	SE Grocers Chunk Monterey Jack Cheese
038259100257	SE Grocers Monterey Jack Bar 8 oz.
038259100264	SE Grocers Chunk Mozzarella Cheese
038259100288	SE Grocers Chunk LMPS Mozzarella Natural Cheese 
038259100295	SE Grocers Muenster Natural Chunk 8 oz.
038259100301	SE GROCERS NY EXTRA SHARP CHEDDAR CHUNK CHEESE
038259100318	SE Grocers New York Sharp Cheddar Cheese
038259100325	SE Grocers NY Sharp Cheddar Bar 8 oz.
038259100332	SE GROCERS SHARP CHEDDAR CHUNK CHEESE
038259100356	Se Grocers Sharp Cheddar Chunk 8 oz.
038259100387	SE Grocers Swiss Cheese
038259100394	Se Grocers Vermont Sharp Cheddar 8 oz.
038259100448	SE GROCERS DELUXE SLICED AMERICAN CHEESE
038259100493	SE Grocers Fancy Shred Ched. Monterey Jack Blend 
038259100509	SE Grocers Colby Jack Shredded Cheese 16oz.
038259100516	Se Grocers Fancy Shredded Colby Jack 8oz
038259100530	Se Grocers Country Blend 8 oz. 
038259100608	SE Grocers Fancy Shredded Mild Cheddar Natural 8oz
038259100615	SE Grocers Shred LMPS Mozzarella Natural Cheese 
038259100622	SE Grocers Fancy Shred Pizza Cheddar Mozzarella 
038259100639	SE Grocers Fancy Shred Sharp Cheddar Natural 16oz
038259100653	SE Grocers Fancy Shred Sharp Cheddar Natural 8oz
038259100745	SE GROCERS DELUXE AMERICAN CHEESE SINGLES
038259100806	SE Grocers Sliced Baby Swiss Natural 8 oz.
038259100813	SE Grocers Sliced Colby Jcak Natural 8 oz.
038259100820	SE Grocers Sliced Mild Cheddar Natural Cheese  8oz
038259100837	SE Grocers LMPS Mozzarella Nautal Cheese 8 oz. 
038259100844	SE Grocers Sliced Muenster Natural Cheese 8 oz.
038259100875	SE Grocers Sliced Sharp Cheddar Sliced 8 oz.
038259100912	SE Grocers Mild Cheddar Cheese 16 oz. 
038259100936	SE Grocers Shredded Mild Cheddar Natural Cheese 
038259100943	SE Grocers Shred LMPS Mozzarella Natural Cheese 
038259100967	SE Grocers Shred LMPS Mozzarella Natur Cheese 8oz.
038259100974	SE Grocers Shredded Sharp Cheddar Natural Cheese
038259104972	SE Grocers Slice Provolone Natural Cheese 8 oz
038259104996	SE GROCERS CHUNK LONGHORN STYLE COLBY CHEESE
038259105139	SE Grocers Fancy Shred RF Cheddar Mild 8oz
038259105146	SE Grocers Fancy Shredded RF Mozzarella 8oz
038259105153	SE Grocers Fancy Shred RF Sharp Cheddar Natural 
038259105177	SE Grocers Chunk RF mild Cheddar Natur Cheese 8oz
038259105184	SE Grocers Reduc Fat Sharp Cheddar Chunk Bar 8oz
038259108529	Se Grocers Sliced NY Extra Sharp White Cheddar 
038259111543	SE Grocers Sliced Swiss Natural Cheese
038259127261	SE Grocers Shred 3 Cheddar Blend Sharp Med White
038259127339	SE Grocers Extra Sharp White Cheddar 8oz.
038259127414	SE Grocers Sliced Swiss Cheese
038259127421	SE Grocers Sliced Sharp Cheddar Cheese
038259129357	SE Grocers Thick Cut Shredded Sharp Cheddar 8oz
038259129371	Se Grocers Thick Cut Shred LMPS Mozzarella 8oz 
038259129654	SE Grocers Mozzarella Cheese Pearls  8oz.
038259130278	SE Grocers Shredded LM Whole Milk Mozzarella 8 oz.
038259130285	SE Grocers Shredded LM Whole Milk Mozzarella 16oz
041270006705	IGA Sharp Cheddar Cheese 8 oz.
041270009447	IGA NY Style Sharp Cheddar Cheese 8oz.
041270009492	IGA Mozzarella Low Moisture Part-Skim Cheese 8 oz.
041270009508	IGA Mozzarella Cheese
041270009546	IGA Medium Cheddar Cheese 8 oz
041270009973	IGA Deluxe Slices American Cheese
041270011402	IGA Parmaesan & Romano Grated Cheese 8oz
041270012768	IGA Sharp Cheddar Cheese 8 oz.
041270012782	IGA Vermont Sharp Cheddar Cheese 8 oz
041270012799	IGA Medium Cheddar Cheese
041270013055	IGA Fancy Shredded Colby Jack Cheese 8 oz.
041270014595	IGA Mexican Style Blend Fancy Shredded Cheese 8oz.
041270015349	IGA Mozzarella Fancy Shredded Cheese 8 oz.
041270016186	IGA Mild Cheddar Cheese 8 oz
041270022224	IGA Fancy Shredded Mild Cheddar Cheese 8 oz.
041270022576	IGA Mozzarella Shredded Cheese 16 oz.
041270025102	IGA Mild Cheddar Shredded Cheese 16 oz
041270025218	IGA Colby Jack Blend Shredded Cheese 8 oz
041270025232	IGA Sharp Cheddar Shredded Cheese 8 oz.
041270025270	IGA Fancy Shredded Sharp Cheddar Cheese 8 oz. 
041270025287	IGA Fancy Shredded Cheees Cheddar Jack Blend 8 oz.
041270025867	IGA Shredded Mild Cheddar Cheese 8 oz.
041270025874	IGA Shredded Part Skim Mozzarella Cheese 8 oz. 
041270025942	IGA Shredded Whole Milk Mozzarella Cheese 8 oz. 
041270025959	IGA Shredded Cheese Pizza Blend 8 oz. 
041270036122	IGA Colby and Mont Jack Cheese
041270036160	IGA Colby Jack Cheese 8 oz. 
041270037044	IGA Monterey Jack Cheese
041270039994	IGA Mild Cheddae Cheese
041270048217	IGA Colby Cheese 8 oz. 
041270048231	IGA Extra Sharp Cheddar Cheese 8 oz
041270048286	IGA Monterey Jack Cheese 8 oz. 
041270065092	IGA Grated Cheese Parmesan 8 oz 
041270429962	IGA Deli Sliced Sharp Cheddar Cheese 8 oz.
041270429979	IGA Deli Sliced Colby jack Cheese 8 oz. 
041270429986	IGA Deli Sliced Provolone Cheese 8oz. 
041270429993	IGA Deli Sliced Swiss Cheese 8 oz. 
041290108243	PIGGLY WIGGLY MILD CHEDDAR CHEESE
041290108267	PIGGLY WIGGLY MEDIUM CHEDDAR CHEESE
041290108281	PIGGLY WIGGLY SHARP CHEDDAR CHEESE
041290108304	PIGGLY WIGGLY EXTRA SHARP CHEDDAR CHEESE
041290110017	PIGGLY WIGGLY DELUXE AMERICAN CHEESE SLICES
041303007464	Essential Everyday Colby Cheese
041303007471	Essential Everyday Colby & Monterey Jack Cheese
041303007501	ESSENTIAL EVERYDAY MEDIUM CHEDDAR CHEESE
041303007518	ESSENTIAL EVERYDAY MILD CHEDDAR CHEESE
041303007525	ESSENTIAL EVERYDAY MONTEREY JACK CHEESE
041303007532	Essential Everyday Muenster Cheese
041303007549	Essential Everyday NY Extra Sharp Cheddar Cheese
041303007556	ESSENTIAL EVERYDAY NY EXTRA SHRP WHTE CHED CHEESE
041303007587	ESSENTIAL EVERYDAY SHARP CHEDDAR CHEESE
041303007594	ESSENTIAL EVERYDAY SHARP WHITE CHEDDAR CHEESE
041303007617	ESSENTIAL EVERYDAY EXTRA SHARP CHEDDAR CHEESE
041303007624	Essential Everyday Sharp White Cheddar Cheese
041303007631	ESSENTIAL EVERYDAY MOZZARELLA CHEESE
041303008591	ESSENTIAL EVERYDAY DELI STYLE AMERICAN CHEESE
041303008973	Essential Everyday Low Moisture Mozzarella Cheese
041303008980	ESSENTIAL EVERYDAY MOZZARELLA CHEESE
041415111653	PUBLIX DELUXE PAST/PROCESS AMER CHEESE SLICES
041415170650	PUBLIX EXTRA SHARP CHEDDAR NEW YORK CHEESE
041415171657	PUBLIX LOW-MOISTURE PART SKIM MOZZARELLA CHEESE
041415172654	PUBLIX MONTEREY JACK CHEESE
041415173651	PUBLIX COLBY LONGHORN STYLE CHEESE
041415174658	PUBLIX MUENSTER CHEESE
041415175655	PUBLIX SHARP CHEDDAR CHEESE
041415176652	PUBLIX MEDIUM CHEDDAR CHEESE
041415177659	PUBLIX MILD CHEDDAR CHEESE
041415185654	PUBLIX SWISS CHEESE
041415187658	PUBLIX WHITE EXTRA SHARP CHEDDAR NEW YORK CHEESE
041415212657	PUBLIX SWISS CHEESE SLICES
041415213654	PUBLIX PROVOLONE CHEESE SLICES
041415215658	PUBLIX MUENSTER CHEESE SLICES
041415216655	PUBLIX MEDIUM CHEDDAR CHEESE SLICES
041415354623	PUBLIX DELI FRESH MOZZARELLA CHEESE
041498142186	HAPPY FARMS DELUXE SLICES AMERICAN CHEESE
042743123202	EL MEXICANO MOZZARELLA CHEESE
046100001134	Sargento Natural Sharp Cheddar Slices 8 oz
046100001141	Sargento Medium Cheddar Cheese Slice 8 oz
046100001233	Sargento natural Provolone Sliced Cheese 8 oz
046100400128	Sargento Off the Block Mozzarella Shredded  8 oz
046100400296	Sargento Sharp Cheddar Cheese off the Block 8 oz
046100400661	Sargento Sharp Cheddar Cheese Fine Cut 8 oz
046100400913	Sargento Off the Block 6 Cheese Italian 8 oz
046100400920	Sargento Off the Tradition 4 Cheese Mexican  8 oz
046100411070	Sargento Shredded 4 Cheese Mexican  Fine Cut 8 oz
051933260207	COBURN FARMS DELUXE SLICE AMERICAN CHEESE
051933961203	COBURN FARMS MILD CHEDDAR CHEESE
051933961210	Coburn Farms Colby Jack Cheese
051933998681	COBURN FARMS MOZZARELLA CHEESE
053000003007	BORDEN DELUXE AMERICAN CHEESE
053000052821	Bordan Thick Cut Mild Cheddar Shredded Cheese 8 oz
053000053651	Borden Thick Cut Sharp Cheddar Shred Cheese 8 oz
053000068983	Borden Thick Cut Four Cheese Mexican Shredded 8 oz
053000071709	Borden Thick Cut Mozzarella Shredded Cheese 8oz
061954000225	VITASOY SOFT TOFU
061954000232	VITASOY FIRM TOFU
061954004674	VITASOY SPROUTED BLACK SOYBEAN TOFU
061954004681	VITASOY SPROUTED BLACK SOYBEAN TOFU
070038360964	BEST CHOICE DELUXE AMERICAN CHEESE SINGLES
070038364368	BEST CHOICE COLBY CHEESE
070038364375	BEST CHOICE MILD CHEDDAR CHEESE
070038597209	BEST CHOICE MEDIUM CHEDDAR CHEESE
070038597216	BEST CHOICE SHARP CHEDDAR CHEESE
070205300411	Our Family Colby Jack Cheese
070253500114	Our Family Natural Colby Monterey Jack Cheese 
070253500121	Our Family Cheese Colby 8 oz
070253500138	Our Family Natural Medium Cheddar Bar 8 oz.
070253500152	Our Family Cheese Mild Cheddar 8 oz. 
070253500169	Our Family Natural Mozzarella Bar 8 oz.
070253500176	Our Family Natural Sharp Cheddar Bar 8 oz.
070253500183	OUR FAMILY NATURAL MOZZARELLA CHEESE
070253500190	OUR FAMILY SHARP CHEDDAR CHEESE
070253500220	Our Family Sharp Cheddar Shredded 16 oz.
070253500411	Our Family Colby Jack Cheese
070253500466	Our Family Natural Colby Cheese
070253500473	OUR FAMILY MILD CHEDDAR CHEESE
070253500480	OUR FAMILY MEDIUM CHEDDAR CHESE
070253500633	Our Family Cheese Gourmet Cheddar 8 oz
070253500671	Our Family Shredded Colby Jack 8 oz.
070253500862	Our Family Natural Swiss Cheese Chunk 8 oz.
070253500879	Our Family Natural Monterey Jack Bar 8 oz.
070253500886	Our Family Extra Sharp Cheddar Bar 8oz.
070253500909	Our Family Provolone Sliced 8oz.
070253500916	Our Family Swiss Slices 8oz
070253500923	Our Family Sliced Colby Monterey Jack 8 oz. 
070253500930	Our Family Natural Sliced Mozzarella LPMS 8 oz.
070253500947	Our Family Natural Mild Slice Cheddar 8 oz.
070253501081	Our Family Thick Cut Mild Cheddar 8oz
070253501111	Our Family Thick Cut Sharp Cheddar Shredded 8 oz. 
070253501159	Our Family Whole Milk Mozzarella Shredded 8 oz. 
070253501180	Our Family Colby Jack 16 oz. 
070253501227	Our Family Muenster Slices 8 oz.
070253501333	Our Family Sharp Cheddar Cheese Slices 8 oz. 
070253501425	Our Family Extra Sharp Cheddar Cheese
070253501449	Our Family Swiss Cheese
070253501487	Our Family Cheddar Jack Chunk Cheese 8 oz
070253501545	Our Family Extra Sharp Cheddar Cheese
070253502088	Our Family NY Sharp Cheddar Cheese 8 oz.
070253502101	Our Family finely shredded Sharp Cheddar 16 oz.
070253502125	Our Family Natural Monterey Jack Shredded 8oz.
070253502156	Our Family Natural Colby Jack Cubes 8 oz. 
070253502187	OUR FAMILY DELUXE AMERICAN SLICES 
070253502200	Our Family Natural Baby Swiss Slices 8 oz. 
070253510045	OUR FAMILY DELUXE AMERICAN CHEESE
070253520013	Our Family Fancy Shred Pizza Blend 8oz. 
070253520051	Our Family Fancy Shredded Cheese Mild 8 oz
070253520068	Our Family Finely Shredded Colby Jack 8 oz.
070253520075	Our Family Fancy Shredded Cheese Mozzarella 8 oz
070253520082	Our Family Shredded Mozzarella 8 oz.
070253520105	Our Family Shredded Sharp Cheddar 8o z.
070253520129	Our Family Shredded Cheese Mild Cheddar 8 oz
070253520150	Our Family Shredded Mozzarella 16 oz.
070253520167	Our Family Shredded Mild Cheddar 16 oz.
070253520174	Our Family Finely Shredded Sharp Cheddar 8 oz.
070253520518	Our Family Extra Sharp Shred Cheddar Cheese 8oz
071040063102	POLLY-O WHOLE MILK MOZZARELLA CHEESE
071040063300	POLLY-O PART SKIM MOZZARELLA CHEESE
071078403307	Bongards Mild Cheddar Cheese
071078403314	Bongards Sharp Cheddar Cheese
071452392210	MORNING FRESH FARMS DELUXE AMERICAN CHEESE
071452392432	MORNING FRESH FARMS MEDIUM CHEDDAR CHEESE
071452392449	MORNING FRESH FARMS MILD CHEDDAR NATURAL CHEESE
071452392456	MORNING FRESH FARMS MONTEREY JACK CHEESE
071452392463	MORNING FRESH FARMS MOZZARELLA CHEESE
071452392470	MORNING FRESH FARMS SHARP CHEDDAR CHEESE
071452392487	MORNING FRESH FARMS EXTRA SHARP CHEDDAR CHEESE
071452392548	MORNING FRESH FARMS COLBY JACK CHEESE
072036600257	HARRIS TEETER DELUXE AMERICAN CHEESE
072036730275	Harris Teeter White Sharp Cheddar Cheese 8oz. 
072036976680	HARRIS TEETER MILD CHEDDAR CHEESE
072036976697	HARRIS TEETER SHARP CHEDDER CHEESE
072036976703	HARRIS TEETER COLBY JACK CHEESE
072036979551	HARRIS TEETER NEW YORK SHARP CHEDDER CHEESE
072036979575	HARRIS TEETER MONTEREY JACK CHEESE
072036979599	HARRIS TEETER MEDIUM CHEDDAR CHEESE
072036979605	HARRIS TEETER EXTRA SHARP CHEDDAR CHEESE
072036979612	HARRIS TEETER NEW YORK EXTRA SHARP CHEESE
072036980458	HARRIS TEETER MUENSTER CHEESE
072036980472	HARRIS TEETER MOZZARELLA LOW FAT CHEESE
074030000033	GALBANI MOZZARELLA CHEESE
074030000040	GALBANI MOZZARELLA CHEESE
074030000316	SORRENTO WHOLE MILK LOW MOISTURE MOZZARELLA CHEESE
074030000552	Galbani Low Moisture Part Skim Mozzarella Cheese 
074030000651	GALBANI MOZZARELLA CHEESE
074326000129	AZUMAYA TOFU FIRM
074326000136	AZUMAYA TOFU EXTRA FIRM
074326000143	AZUMAYA TOFU SILKEN
044325150040	Franklin Farms Extra Firm Tofu
044325150033	Franklin Farms Firm Tofu
044325150026	Franklin Farms Medium Firm Tofu
044325150019	Franklin Farms Soft Tofu
074336102042	Highland  Crest Mild Cheddar Slices 8oz
074336102059	Highland Crest Sharp Cheddar Cheese 8 oz. 
074562004011	CACIQUE MOZZARELLA CHEESE
075925300887	CRYSTAL FARM WISCONSIN SHARP CHEDDAR CHEESE
075925300900	Crystal Farms Monterey Jack Cheese
075925300917	CRYSTAL FARMS MOZZARELLA CHEESE
075925300924	Crystal Farms Mild Cheddar Cheese
075925300931	Crystal Farms Marble Jack Cheese
075925301846	Crystal Farms Medium Cheddar Cheese
075925304045	Crystal Farms Swiss Cheese
076371011020	HOUSE FOODS TOFU MEDIUM FIRM
076371011051	HOUSE FOODS TOFU SOFT
076371011099	HOUSE FOODS TOFU FIRM
076371011150	HOUSE FOODS TOFU MEDIUM FIRM
076371011167	HOUSE FOODS TOFU FIRM
076371011174	HOUSE FOODS TOFU EXTRA FIRM
077890333389	Wegmans Mozzarella Cheese
077890604175	Wegmans Deluxe American Cheese
077890868058	Wegmans Mozzarella Cheese
078354703182	Cabot Extra Sharp Cheddar White Cheese Bar 8 oz
078354708217	Cabot Extra Sharp Yellow Cheddar Cheese Bar 8 oz
078354708439	Cabot Serious Sharp Cheddar White Cheese Bar 8 oz
078354711996	CABOT ARTISAN RESERVE CHEDDAR CHEESE
078354717288	Cabot Serious Sharp Yellow Cheddar Cheese Bar 8 oz
078742000916	Great Value Part Skim Mozzarella Cheese 16oz. 
078742014838	Great Value Finely Shred Sharp Cheddar Cheese 16oz
078742021063	Great Value Finely Mild cheddar Cheese 16 oz. 
078742039756	Great Value Shred Mild Cheddar Monterey Jack 8oz.
078742039763	Great Value Shredded Sharp Cheddar Cheese 8 oz.
078742044842	Great Value Fine Shred Colby Monterey Jack 16oz.
078742044927	Great Value Finely Shred LMPS Mozzarella Cheese 
078742062211	Great Value Cubed Mild Cheddar Cheese 8oz.
078742062570	GREAT VALUE EXTRA SHARP CHEDDAR CHEESE
078742079479	Great Value Cubed Colby Montery Jack Cheese 8oz. 
078742079646	GREAT VALUE COLBY & MONTEREY JACK CHEESE
078742082295	GREAT VALUE 2% MILK RED-FAT DELUXE AMERICAN CH
078742099453	Great Value Finely Shredded Cheddar Cheese 8oz.
078742120621	Great Value Shredded Monterey Jack 8 oz. 
078742130460	GREAT VALUE SWISS CHEESE
